,author,content,probs
9374,missandei,"Noble lord, you are in the presence of Daenerys Stormborn of House Targaryen, Queen of the Andals and the First Men, Khaleesi of the Great Grass Sea, Breaker of Chains, and Mother of Dragons.","[[0.12540019 0.14957446 0.16621922 0.23809779 0.2902223  0.02874163
  0.00174445]]"
9375,daenerys targaryen,You may approach. Sit.,"[[0.37278566 0.35535628 0.08645526 0.01372881 0.15821227 0.01181369
  0.00164791]]"
9376,missandei,Will the noble lord take refreshment?,"[[0.02261185 0.02551226 0.01716326 0.02926204 0.02788528 0.0054267
  0.8721386 ]]"
9377,radzal mo eraz,"Ancient and glorious is Yunkai. Our empire was old before dragons stirred in old Valyria. Many an army has broken against our walls. You shall find no easy conquest here, khaleesi.","[[1.4210529e-04 1.9989819e-04 7.7270810e-04 1.2158863e-02 8.3605503e-04
  5.2254437e-04 9.8536783e-01]]"
9378,daenerys targaryen,Good. My Unsullied need practice. I was told to blood them early.,"[[0.01365047 0.01574785 0.01269296 0.02796195 0.01986375 0.0044249
  0.90565807]]"
9379,radzal mo eraz,"If blood is your desire, blood shall flow. But why? 'Tis true you have committed savageries in Astapor. But the Yunkai are a forgiving and generous people.","[[0.09063155 0.10247544 0.11876596 0.3947205  0.17522027 0.07851283
  0.03967347]]"
9380,radzal mo eraz,The wise masters of Yunkai have sent a gift for the silver queen.,"[[3.7017840e-01 3.5555243e-01 1.0602633e-01 4.8124064e-03 1.5982392e-01
  3.5206238e-03 8.5926833e-05]]"
9381,radzal mo eraz,There is far more than this awaiting you on the deck of your ship.,"[[0.01486847 0.01706901 0.01317349 0.02730409 0.02079918 0.00446353
  0.90232223]]"
9382,daenerys targaryen,My ship?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9383,radzal mo eraz,"Yes, khaleesi. As I said, we are a generous people. You shall have as many ships as you require.","[[3.73753786e-01 3.58045220e-01 1.10259935e-01 2.96331453e-03
  1.52726918e-01 2.21555098e-03 3.51800918e-05]]"
9384,daenerys targaryen,And what do you ask in return?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9385,radzal mo eraz,All we ask is that you make use of these ships. Sail them back to Westeros where you belong and leave us to conduct our affairs in peace.,"[[0.30131385 0.31054425 0.11728211 0.02993594 0.22889285 0.01151407
  0.00051693]]"
9386,daenerys targaryen,I have a gift for you as well. Your life.,"[[0.00245275 0.00302837 0.00415828 0.01832491 0.00576701 0.00180886
  0.9644598 ]]"
9387,radzal mo eraz,My life?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9388,daenerys targaryen,"And the lives of your wise masters. But I also want something in return. You will release every slave in Yunkai. Every man, woman, and child shall be given as much food, clothing, and property as they can carry as payment for their years of servitude. Reject this gift, and I shall show you no mercy.","[[3.2317308e-01 3.2900697e-01 1.3512819e-01 2.1123630e-03 2.1003544e-01
  5.4297590e-04 9.4220405e-07]]"
9389,radzal mo eraz,"You are mad. We are not Astapor or Qarth. We are Yunkai and we have powerful friends. Friends who would take great pleasure in destroying you. Those who survive, we shall enslave once more. Perhaps we'll make a slave of you as well.","[[2.5919074e-04 3.9830341e-04 6.5149702e-03 8.6060625e-01 5.4210606e-03
  1.9256214e-02 1.0754401e-01]]"
9390,radzal mo eraz,You swore me safe conduct.,"[[0.02376537 0.02687031 0.01865212 0.03337526 0.03014894 0.00613846
  0.86104953]]"
9391,daenerys targaryen,"I did, but my dragons made no promises. And you threatened their mother.","[[0.00106281 0.00136376 0.00258939 0.01752217 0.00333629 0.00133369
  0.97279185]]"
9392,radzal mo eraz,Take the gold.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9393,daenerys targaryen,"My gold. You gave it to me, remember? And I shall put it to good use. You'd be wise to do the same with my gift to you. Now get out.","[[0.33847475 0.33446175 0.09843854 0.02503587 0.18547988 0.01611532
  0.00199395]]"
9394,barristan,The Yunkish are a proud people. They will not bend.,"[[0.3398183  0.3354322  0.10284469 0.01750088 0.19445963 0.00947796
  0.00046634]]"
9395,daenerys targaryen,And what happens to things that don't bend? He said he had powerful friends. Who was he talking about?,"[[3.5951275e-01 3.4848541e-01 1.4399494e-01 3.5640231e-04 1.4748220e-01
  1.6818002e-04 1.4471107e-07]]"
9396,jorah mormont,I don't know.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9397,daenerys targaryen,Find out.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9398,shae,Chains?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9399,tyrion lannister,Solid gold from the mines outside Lannisport. Smithed in Casterly Rock.,"[[0.16700484 0.19011028 0.16254415 0.16010869 0.29338214 0.02545217
  0.00139777]]"
9400,shae,Golden chains.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9401,tyrion lannister,You could buy a ship with these.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9402,shae,Do I need a ship?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9403,tyrion lannister,What?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9404,shae,Am I going somewhere?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9405,tyrion lannister,Of course you're not going anywhere.,"[[0.03475774 0.03847556 0.02241785 0.03061343 0.03740771 0.00653549
  0.82979226]]"
9406,shae,"So, am I invited to your wedding?","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9407,tyrion lannister,I didn't ask for this marriage. I didn't want it.,"[[0.02683743 0.03045149 0.02255316 0.04474979 0.03603505 0.00807097
  0.8313021 ]]"
9408,shae,No? She's a beautiful girl. You said so yourself.,"[[0.03603695 0.03982661 0.02292201 0.03070491 0.03833907 0.00663522
  0.8255352 ]]"
9409,tyrion lannister,"That doesn't mean that- this is duty, not desire.","[[0.01756012 0.02002162 0.01463767 0.02810934 0.02337561 0.00482833
  0.8914673 ]]"
9410,shae,Is that what you will tell yourself when you fuck her?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9411,tyrion lannister,I don't have a choice. My father-,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9412,shae,Does not rule the world. We can still go across the Narrow Sea.,"[[3.4434369e-01 3.3865294e-01 1.1614988e-01 5.2962559e-03 1.9330129e-01
  2.2349525e-03 2.0989670e-05]]"
9413,tyrion lannister,What would I do there? Juggle? I am a Lannister of Casterly Rock.,"[[0.01657646 0.0194178  0.01957392 0.06074223 0.02935184 0.00870446
  0.8456333 ]]"
9414,shae,And I'm Shae the funny whore.,"[[0.14561489 0.15804784 0.1314201  0.25903007 0.20440418 0.07002904
  0.03145382]]"
9415,tyrion lannister,My feelings for you have not changed. I will marry Sansa Stark and do my duty by her.,"[[0.26368016 0.27072018 0.12540494 0.07967471 0.21838169 0.03484692
  0.00729134]]"
9416,shae,While I empty her chamber pot and lick your cock when you're bored?,"[[0.00207304 0.00257603 0.00371784 0.01747601 0.00509827 0.00165004
  0.96740884]]"
9417,tyrion lannister,I swear to you it will not be like that.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9418,shae,No? What will it be like?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9419,tyrion lannister,"I will buy you a good home somewhere in the city. You will have fine clothes, guards to keep you safe, servants. Any children we might have will be well provided for.","[[3.48117709e-01 3.43817651e-01 1.15424395e-01 4.41318844e-03
  1.86211616e-01 1.99640333e-03 1.89795373e-05]]"
9420,shae,Children? You think I want children who can never see their father? Who would be killed in their sleep if their grandfather found out about them?,"[[0.31834745 0.32302988 0.11019243 0.02374373 0.21360514 0.01058287
  0.00049843]]"
9421,tyrion lannister,"Listen. Listen to me, my lady.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9422,shae,I'm not your lady.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9423,tyrion lannister,You are. You'll always be my lady.,"[[0.28852025 0.28722337 0.10271288 0.06162284 0.18510531 0.0323296
  0.04248577]]"
9424,shae,"I'm your whore. And when you are tired of fucking me, I will be nothing.","[[0.26618868 0.27907714 0.13076337 0.05736718 0.2461607  0.01918518
  0.00125766]]"
9425,gendry baratheon,What happened?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9426,melisandre,Wildfire. I should have been here.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9427,gendry baratheon,"After all the running and fighting, here I am, back where I started.","[[0.03480422 0.03852493 0.02243627 0.03061646 0.03744212 0.00653885
  0.82963717]]"
9428,melisandre,Do you miss it?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9429,gendry baratheon,King's Landing?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9430,melisandre,Your father's house.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9431,gendry baratheon,Never had a father. Never wanted one.,"[[0.00143391 0.0018369  0.00361056 0.026014   0.00462517 0.00199407
  0.96048534]]"
9432,melisandre,Haven't you ever wondered where your strength came from? Your talent for fighting?,"[[0.00919442 0.01076553 0.00971009 0.02467751 0.01480225 0.00351863
  0.92733157]]"
9433,gendry baratheon,I'm lowborn. As low as can be. My mother was a tavern wench.,"[[0.01205418 0.01395865 0.01153614 0.02614978 0.01793556 0.0040257
  0.91434   ]]"
9434,melisandre,"Mine was a slave. So was I. Bought and sold, scourged and branded, until the Lord of Light reached down, took me in his hand and raised me up.","[[3.1017140e-01 3.1909433e-01 1.1686247e-01 1.6978145e-02 2.3115973e-01
  5.6246198e-03 1.0929678e-04]]"
9435,gendry baratheon,I was born in Flea Bottom.,"[[0.0798316  0.08575133 0.0412606  0.04166177 0.07141308 0.01135523
  0.6687264 ]]"
9436,melisandre,Your blood is noble.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9437,gendry baratheon,"Are you saying my father, he was some lord or-","[[0.35114828 0.33774972 0.09138276 0.0252494  0.17161526 0.01875147
  0.00410316]]"
9438,melisandre,There. Your father's house.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9439,gendry baratheon,I'm just a bastard.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9440,melisandre,"The bastard of Robert of the House Baratheon, First of His Name, King of the Andals and the First Men. Why do you think the gold cloaks wanted you? There is power in a king's blood.","[[3.8118109e-01 3.5999307e-01 1.3125768e-01 4.0042921e-04 1.2685417e-01
  3.1288248e-04 7.4230991e-07]]"
9441,beric,"Come sit by the fire, child.","[[0.03481464 0.03853605 0.02244039 0.03061704 0.03744992 0.00653952
  0.8296024 ]]"
9442,thoros,"Not talking, eh? That's a first.","[[0.01686888 0.01926524 0.01427026 0.02792181 0.02272705 0.00473869
  0.8942081 ]]"
9443,arya stark,I don't talk to traitors.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9444,beric,I didn't like giving up the boy.,"[[0.01270294 0.01469617 0.0121048  0.02741971 0.01884914 0.0042544
  0.9099728 ]]"
9445,arya stark,But you did. You took the gold and you gave him up.,"[[0.08591896 0.09752633 0.11763155 0.41206184 0.17353566 0.07784957
  0.0354761 ]]"
9446,beric,"The Red God is the one true god. You've seen his power. When he commands, we obey.","[[3.3217379e-01 3.3248207e-01 1.1035097e-01 1.1423764e-02 2.0886771e-01
  4.6132794e-03 8.8403423e-05]]"
9447,arya stark,He's not my one true god.,"[[0.00366733 0.00445539 0.00537902 0.02001866 0.00767881 0.00221034
  0.9565905 ]]"
9448,beric,No? Who's yours?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9449,arya stark,Death.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9450,anguy,Spotted a Lannister raiding party.,"[[0.02113656 0.02391528 0.01645213 0.02895956 0.02660693 0.00526092
  0.8776687 ]]"
9451,beric,How many?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9452,anguy,No more than twenty.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9453,beric,How far?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9454,anguy,Less than a day's ride south.,"[[0.05474018 0.06323602 0.07414486 0.29677373 0.10864697 0.04720201
  0.35525617]]"
9455,thoros,"What do you say, boys? Time for a lion hunt?","[[0.0041726  0.00504325 0.00584654 0.02063345 0.00842284 0.00236081
  0.9535205 ]]"
9456,men,Yeah!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9457,arya stark,But what about Riverrun? It's not south. It's west of here.,"[[0.26901078 0.27642193 0.12505786 0.07220862 0.22028597 0.03159773
  0.00541714]]"
9458,thoros,It will still be west of here two days from now.,"[[0.3397008  0.3330336  0.09764742 0.02611579 0.18431394 0.01696241
  0.002226  ]]"
9459,arya stark,You swore.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9460,beric,"To take you home, and I will. But we need to do this first.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9461,arya stark,Why? So you can steal their gold?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9462,beric,"I swear to you, this isn't-","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9463,arya stark,"I don't care what you swear because you're a liar. You lied to Gendry, you lied to me. You'll lie to anyone. I hope the Lannisters kill you all.","[[0.25527072 0.26594812 0.13058333 0.0821344  0.22786266 0.03295569
  0.00524508]]"
9464,beric,"One day you'll understand, but now-","[[3.51606548e-01 3.42607528e-01 1.00831024e-01 1.24560557e-02
  1.85024187e-01 7.18759792e-03 2.87017348e-04]]"
9465,beric,"Anguy, bring her back.","[[0.08514864 0.09690908 0.11825498 0.41484937 0.17456557 0.07702094
  0.03325128]]"
9466,man,"Come back, girl!","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9467,sandor clegane,"Kick all you like, wolf girl. Won't do you no good.","[[0.01188312 0.01498016 0.03818034 0.45323932 0.04747603 0.03824125
  0.39599973]]"
9468,brienne,I thought you were gone.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9469,jaime lannister,Tomorrow.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9470,brienne,Have they told you what they plan to do with me?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9471,jaime lannister,Lord Bolton's traveling tomorrow as well. He's going to the Twins for Edmure Tully's wedding. You're to remain here.,"[[0.1112947  0.1242509  0.12659754 0.33624244 0.19067615 0.07520241
  0.03573593]]"
9472,brienne,With Locke?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9473,jaime lannister,I owe you a debt.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
9474,brienne,"When Catelyn Stark released you, we both made a promise to her. Now it's your promise. You gave your word. Keep it and consider the debt paid.","[[0.22741085 0.24264641 0.1411041  0.10616434 0.24338688 0.03476311
  0.00452437]]"
9475,jaime lannister,I will return the Stark girls to their mother. I swear it.,"[[0.02179077 0.0247061  0.01745407 0.03207675 0.0281142  0.00577059
  0.87008756]]"
9476,brienne,"Good-bye, Ser Jaime.","[[0.0278951  0.03118511 0.01956873 0.02997949 0.03220826 0.00594986
  0.8532135 ]]"
