,Tweet,emotion,clean tweets
9251,"@WBIRSports They're still using his offense, up the middle 3X &amp; punt.",4,wbirspos theyre still using offense middle 3x amp punt
9252,Quinn's short hair makes me sad. ,4,quinns sho hair makes sad
9253,It's a gloomy ass day,4,gloomy ass day
9254,@HutchinsonDave I don't know whether to despair or agitate for a cull.,4,hutchinsondave dont know whether despair agitate cull
9255,What day is it #lost,4,day lost
9256,@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking,4,thebadgerboy check aicle saintskipper5 dailyecho shocking
9257,How can America be so openly embracing racism. #dismayed,4,america openly embracing racism dismayed
9258,@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...,4,xboxmad robotbrush ballmer furious another delivery lost
9259,@URClassless I think that yawning actor died of a drug overdose. #glee,4,urclassless think yawning actor died drug overdose glee
9260,Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,4,retweeted dr rand paul randpaulnnstop fueling middle east arms race worsening already horrific refugee crisis yemen
9261,Still can't log into my fucking Snapchat#Snapchat #snap,4,still cant log fucking snapchatsnapchat snap
9262,People too weak to follow their own dreams will always find a way to discourage yours.,4,people weak follow dreams always find way discourage
9263,"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",4,seeing ripshawtylo got thinking bout rappers thought liltunechi dying burst tears smh
9264,"@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel",4,atlabps doesnt intimidate annoys side better feel
9265,Angel got me nervous out here 😷,4,angel got nervous 😷
9266,@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,4,ohsovictorious fazeadapt seen coming sad instagram comments pics funny adapts fans blew 😂😂😂
9267,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,4,patti seems sad stamped ran behind sofa give plenty love affectionmore usual sad
9268,@YahooFantasy update may have been the worst mistake of my day ,4,yahoofantasy update may worst mistake day
9269,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",4,aroseblush hello nthe bigger bully crocodile tears bullies always act like offended victims
9270,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",4,theres always one song makes turn radio youd rather sit silence 😡 awful
9271,"It is a solemn thing, and no small scandal in the Kingdom, to see God’s children starving while seated at the Father’s table. -AW Tozer",4,solemn thing small scandal kingdom see god’s children starving seated father’s table aw tozer
9272,13 hour @bus rides make me  #sorry,4,13 hour bus rides make sorry
9273,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,4,wish kid stressful pa whether gabriella troy would get back together hsm2 nightmare
9274,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",4,would advise everyone wait watch kevincanwaitcbs actually dont wait dont even watch awful
9275,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,4,never watch greys anatomy ever ever ever ever ever shonda rimes takes away another og character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ fuming
9276,is it bad that kurt is literally me..? ,4,bad ku literally
9277,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",4,chickofbeauty yall mean rioting fire staing business burning looting assholes create blacklivesmatter terrorism
9278,How sad is it that I'm rejoicing over a 72💀 #collegekills,4,sad im rejoicing 72💀 collegekills
9279,@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now),4,katrinadougan ive went roght huff deleted episode anger n everything regret
9280,@nadinekellman yes I can. Don't discourage me.,4,nadinekellman yes dont discourage
9281,Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,4,luckily helped good people also managed free depression unfounately lasted little
9282,Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,4,tell im supposed feel broken hateful guilty love sadness
9283,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,4,zika hoax files deet pa binary chemical weapon targeting brain toxin fear neurological uscitizens insect mammal
9284,Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,4,even pencil✏ never stayed end ⚫ 😞
9285,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,4,paulbushnell25 ee bad news ordered online hasnt gone happened order phone furious
9286,I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,4,forgot bb18 tonight  much real world distracting horrid 
9287,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,4,ugh asleep yet fml think low key im afraid might miss something sleeplessnight sleepy restless
9288,"Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000",4,next month well running overcoming lowmood overcoming worry improving wellbeing courses louth self refer 0303 123 4000
9289,Id love 2 c Gyimah in action but his coach is holding a grudge against him!,4,id love 2 c gyimah action coach holding grudge
9290,It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation,4,become verb im gonna villaseñor old contacts dont need anymore sadness melissavcomedy waitingforexplanation
9291,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",4,shamefull unequal dangerous worrying world live nowadays terrifying charlotte shitworldforourkids
9292,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ",4,jkrowling never thought angry oompa loompa would bogga bogga presidenttrump
9293,Might go on @RadioX tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim,4,might go radiox tomorrow hopefully win new car current one stinks gone milk grim
9294,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,4,luxbet even give pizzas serious fail hungry furious hangry
9295,"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture",4,westelm tells order ship sept 12 arriving sept 19 today 22 😐 lies whereismyfurniture
9296,Should've stayed at school cause ain't nobody here,4,shouldve stayed school cause aint nobody
9297,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,4,2 teens sons left car get haircuts im praying storm make home safely sad terencecrutcher
9298,@hannah_2401 hannah stop being mournful and chill 💁,4,hannah2401 hannah stop mournful chill 💁
9299,"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",4,whole clown rage scared shitless im gonna go cry room
9300,"Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢",4,seriously marksandspencer im sick grumpy thing thats gonna cheer ordering xmas food whens going 😢
9301,"@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",4,moviestvnetwork wow get really good buy bunch 70s movies bad worse awful
9302,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,4,cant wait go work tomorrow high fuck fever sarcasmnhopefully ill feel better tomorrownbut doubt pessimism
9303,"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",4,virgintrainsec feel conductor tonight hes obviously taken grief last weeks sounds weary apologising
9304,@cxmbeferre so you WOULDNT date me????? #offended,4,cxmbeferre wouldnt date offended
9305,Condolences to the  JC and the Georges family.. #sad,4,condolences jc georges family sad
9306,"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",4,yoif youre talking horoscopes really clue youre saying gonna act offended question
9307,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,4,wish could live yall reality grieve people never met bad got brothers dying left right
9308,@TheDappaMc also £2.50 for a chocolate Feast ice lolly.. proper shocking 😩,4,thedappamc also £250 chocolate feast ice lolly proper shocking 😩
9309,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",4,leg feels like gonna burst yet im still expected go work
9310,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 ,4,russiainsider really sad amp surprising 1 side russia fighting amp suppoing pak epic centre 4
