,author,content,clean tweets,probs
2487,ddlovato,Congrats boo boo @samsmithworld 💗 so proud of you!!,congrats boo boo samsmithworld 💗 proud,"[[0.0206907  0.02526825 0.0474674  0.37270957 0.06316024 0.03942872
  0.431275  ]]"
2488,jimmyfallon,What a game! What a game!! What a game!! Rangers/Kings OT on NBC. #STANLEYCUP,game game game rangerskings ot nbc stanleycup,"[[0.24072134 0.2593382  0.14119455 0.07484128 0.2613355  0.02116153
  0.00140761]]"
2489,cnnbrk,Brazil's Senate opens the impeachment trial against suspended President Dilma Rousseff. https://t.co/XK2F3EWVEU https://t.co/EMTnjTZV0s,brazils senate opens impeachment trial suspended president dilma rousseff httpstcoxk2f3ewveu httpstcoemtnjtzv0s,"[[0.00455763 0.00616841 0.0302716  0.8567795  0.03638327 0.0410675
  0.02477211]]"
2490,Twitter,Watching @brettdennen perform barefoot. Eating delicious treats from @eatcurbside & @letsbefrank.   #twestival,watching brettdennen perform barefoot eating delicious treats eatcurbside letsbefrank twestival,"[[0.20773095 0.21646205 0.10400958 0.10144419 0.17856379 0.03677077
  0.15501872]]"
2491,instagram,"It’s an imaginary world where Instagram logos grow out of the earth, thanks to @rachelryle https://t.co/yuWHCo22EE",it’s imaginary world instagram logos grow eah thanks rachelryle httpstcoyuwhco22ee,"[[3.2001552e-01 3.2535830e-01 1.3042066e-01 3.5740980e-03 2.1971151e-01
  9.1734587e-04 2.5152565e-06]]"
2492,BarackObama,"""As Americans, we should be proud of this achievement."" —President Obama #IranDeal",americans proud achievement —president obama irandeal,"[[0.05620857 0.06703106 0.10638542 0.5172763  0.1523832  0.07284843
  0.02786708]]"
2493,selenagomez,Gone- NSYNC,gone nsync,"[[3.16597056e-04 4.83014155e-04 7.11287465e-03 8.61052811e-01
  6.16339548e-03 2.04640534e-02 1.04407266e-01]]"
2494,taylorswift13,"Ahhhh!!!! I'm jumping up and down in the dressing room, so stoked about the Video of the Year award!!! Thank you! Thank you! You guys...!",ahhhh im jumping dressing room stoked video year award thank thank guys,"[[0.05409853 0.06351503 0.099449   0.5257254  0.14099468 0.07778304
  0.03843435]]"
2495,KimKardashian,45 million Instagram followers!!!!! I love you guys!!!!! http://t.co/QhilUVzDlp,45 million instagram followers love guys httptcoqhiluvzdlp,"[[0.02614633 0.031848   0.06922611 0.65558904 0.09229694 0.07358992
  0.05130362]]"
2496,YouTube,@AmazingPhil cute! also cute: https://t.co/wPQ2yiV8lU,amazingphil cute also cute httpstcowpq2yiv8lu,"[[0.14336385 0.15734455 0.13363878 0.2598315  0.20735155 0.06839001
  0.03007982]]"
2497,instagram,"Levitating in Wertheim, Germany, for #WHPsupernatural https://t.co/aTu3Y9884V",levitating weheim germany whpsupernatural httpstcoatu3y9884v,"[[0.1485385  0.16205351 0.13507575 0.25083476 0.21101317 0.06668169
  0.02580266]]"
2498,instagram,Being uncoordinated has never been cuter  #WHPinmotion https://t.co/NLjkJI8Ixh,uncoordinated never cuter whpinmotion httpstconljkji8ixh,"[[0.01790398 0.02039758 0.01481826 0.02819872 0.02369546 0.00487176
  0.8901142 ]]"
2499,ArianaGrande,"""full out!"" @jammyprod ♡ ♡ ♡ I love my #hairspraylive family with all my damn heart. what an… https://t.co/E7ehTFHqpo",full jammyprod ♡ ♡ ♡ love hairspraylive family damn hea an… httpstcoe7ehtfhqpo,"[[0.01334686 0.0153909  0.01230513 0.02670917 0.01927448 0.00423306
  0.9087404 ]]"
2500,ArianaGrande,mood #FocusTonight https://t.co/EloQryEbtD,mood focustonight httpstcoeloqryebtd,"[[0.14493479 0.15872039 0.13532558 0.2576416  0.2107333  0.06698082
  0.02566351]]"
2501,TheEllenShow,Good thing he’s already at the hospital. #OneBigHappy,good thing he’s already hospital onebighappy,"[[0.19913985 0.22362004 0.15815009 0.10016312 0.30080855 0.01746655
  0.00065168]]"
2502,britneyspears,@canunickiminot Ur the sweetest!,canunickiminot ur sweetest,"[[0.06987897 0.08057284 0.10677246 0.45687348 0.15352142 0.08117238
  0.05120848]]"
2503,instagram,Step into the whimsical world of Kate Akatombo’s creatures https://t.co/zuTh8RPEbC,step whimsical world kate akatombo’s creatures httpstcozuth8rpebc,"[[0.00567025 0.00751913 0.03261443 0.8278837  0.03867903 0.04963817
  0.03799535]]"
2504,Twitter,"#Rio2016 is officially underway! Stay close to all the big moments of day one here ➡️ https://t.co/mBvPYxMt1l
https://t.co/M2VFSHVYz6",rio2016 officially underway stay close big moments day one ➡️ httpstcombvpyxmt1l httpstcom2vfshvyz6,"[[0.02909267 0.03246344 0.02008596 0.03010902 0.03314577 0.00605832
  0.84904486]]"
2505,justinbieber,Solid night in the studio. Almost done :) #nov13,solid night studio almost done nov13,"[[0.13584971 0.14758049 0.12566893 0.27698177 0.19391504 0.07395706
  0.046047  ]]"
2506,selenagomez,":) RT: @DelenaNerds #getaway first you're telling us to ""come &amp; get it"" now you're telling us to ""Getaway"" haha! 😜", delenanerds getaway first youre telling us come amp get youre telling us getaway haha 😜,"[[0.00238217 0.00297539 0.00469478 0.02538127 0.00632665 0.00230847
  0.9559313 ]]"
2507,jtimberlake,“@aaronpaul_8: @jtimberlake Can I be honest? I think I may love that pizza in an emotional way.” Right?? It's criminal. #Pizza4Ever,“aaronpaul8 jtimberlake honest think may love pizza emotional way” right criminal pizza4ever,"[[3.8331696e-01 3.6296248e-01 1.6813129e-01 8.5563343e-06 8.5573532e-02
  7.1500599e-06 5.6996158e-10]]"
2508,cnnbrk,"8 injured after plane caught fire on Chicago runway, American Airlines spokeswoman says. https://t.co/28K9Ghze47",8 injured plane caught fire chicago runway american airlines spokeswoman says httpstco28k9ghze47,"[[0.33636943 0.33375308 0.10352401 0.01880835 0.197053   0.00998133
  0.00051081]]"
2509,BarackObama,President Obama is heading to Alaska—the front lines in the fight against climate change. http://t.co/UyAmOWgqcG,president obama heading alaska—the front lines fight climate change httptcouyamowgqcg,"[[0.20954399 0.23587838 0.15676145 0.08036892 0.30265835 0.01433658
  0.00045233]]"
2510,Twitter,"In case you missed our #TwitterTip roundup last Friday, check this out: http://t.co/tbEot7a Thanks to those who shared their insights!",case missed twitteip roundup last friday check httptcotbeot7a thanks shared insights,"[[0.15630941 0.18134595 0.16524693 0.17413487 0.2955946  0.02589534
  0.00147296]]"
2511,TheEllenShow,.@Keurig is coming out with a machine that makes cocktails. I made them a commercial. https://t.co/41mWrHP488,keurig coming machine makes cocktails made commercial httpstco41mwrhp488,"[[0.002114   0.00297405 0.02109192 0.9046751  0.02427522 0.02885917
  0.01601056]]"
2512,YouTube,@VidCon 3-day live stream for a 3-day party! We can't wait!,vidcon 3day live stream 3day pay cant wait,"[[0.3278663  0.32866126 0.10534105 0.02405472 0.20037134 0.0128422
  0.00086311]]"
2513,cnnbrk,"Police arrest 10 suspects who were planning terrorism acts during the Olympics, Brazil's Justice Ministry says. https://t.co/K06JUjmZ4R",police arrest 10 suspects planning terrorism acts olympics brazils justice ministry says httpstcok06jujmz4r,"[[7.9321762e-04 1.0888790e-03 4.1476600e-03 7.2106414e-02 4.6071685e-03
  3.6015192e-03 9.1365516e-01]]"
2514,jtimberlake,"“@dinroanoke: Hey @jtimberlake my friend Ed says drinking @Sauza901 will bring sexy back.
Is that true?
#its901"" It certainly can't hurt...",“dinroanoke hey jtimberlake friend ed says drinking sauza901 bring sexy back true its901 ceainly cant hu,"[[0.04299443 0.05066169 0.07299551 0.3940618  0.10305617 0.05508435
  0.28114596]]"
2515,ladygaga,@huertaaa14 so happy to be a part of that fabulous list!  😊,hueaaa14 happy pa fabulous list 😊,"[[3.6709555e-04 4.9085770e-04 1.2634516e-03 1.2176376e-02 1.5081470e-03
  7.1590673e-04 9.8347813e-01]]"
2516,selenagomez,9 more days until Ramona and Beezus is in theaters everywhere.    http://www.youtube.com/watch?v=qAmXOgxIvtQ,9 days ramona beezus theaters everywhere httpwwwyoutubecomwatchvqamxogxivtq,"[[0.22457069 0.24422628 0.14601111 0.09505309 0.26193526 0.02603389
  0.00216978]]"
2517,katyperry,@chIoekardashian me 2 duh,chioekardashian 2 duh,"[[0.01786613 0.02035584 0.01479852 0.0281907  0.02365967 0.00486779
  0.89026135]]"
2518,YouTube,Memes are everywhere and @yuyacst wants to catch ‘em all! https://t.co/EDdnrjD0gu #YouTubeRewind https://t.co/U9pJf9cfWR,memes everywhere yuyacst wants catch ‘em httpstcoeddnrjd0gu youtuberewind httpstcou9pjf9cfwr,"[[0.01422234 0.01786017 0.04623542 0.5827828  0.05806772 0.05166658
  0.22916488]]"
2519,KimKardashian,Vogue Australia June Cover wearing Yeezy https://t.co/xOLG8l6A8V,vogue australia june cover wearing yeezy httpstcoxolg8l6a8v,"[[2.8028959e-01 2.9710764e-01 1.2790108e-01 2.7665028e-02 2.5967622e-01
  7.2145429e-03 1.4574527e-04]]"
2520,cnnbrk,"Mayor: No indication explosion in New York was related to terrorism, but it was intentional. https://t.co/LNAJBK7PjT https://t.co/IMp9v5ybn3",mayor indication explosion new york related terrorism intentional httpstcolnajbk7pjt httpstcoimp9v5ybn3,"[[0.00534384 0.00702186 0.03029585 0.76808804 0.03398059 0.04930484
  0.10596494]]"
2521,justinbieber,My #justmojis come out tomorrow @AppStore,justmojis come tomorrow appstore,"[[3.2399860e-01 3.2703164e-01 1.1065717e-01 1.6803838e-02 2.1443997e-01
  6.8743974e-03 1.9427428e-04]]"
2522,jimmyfallon,"“@the_robtodd: ""You drinking my sake, Kimosabe?""  #tightpants I wanna take credit for that line but ask @gerardbradford  or @mikedicenzo.",“therobtodd drinking sake kimosabe tightpants wanna take credit line ask gerardbradford mikedicenzo,"[[0.32563302 0.32662517 0.10647908 0.02422319 0.20405036 0.01225072
  0.00073844]]"
2523,britneyspears,@chr14t12n One of mine too #BritneyJeanListeningParty,chr14t12n one mine britneyjeanlisteningpay,"[[3.5176373e-01 3.4461454e-01 1.4201486e-01 5.5347139e-04 1.6082735e-01
  2.2584548e-04 2.3108704e-07]]"
2524,Twitter,Look! Local trends is fully launched. http://bit.ly/9qHVp5,look local trends fully launched httpbitly9qhvp5,"[[0.01642666 0.01985062 0.02977586 0.16409628 0.04120146 0.01872427
  0.7099249 ]]"
2525,ddlovato,@standupkid thank you 🙏🏼😊,standupkid thank 🙏🏼😊,"[[0.03589906 0.04337408 0.08206538 0.6021603  0.1122315  0.07581346
  0.04845614]]"
2526,ArianaGrande,#WeCanSurvive thank you for having us !!!! https://t.co/hsSE8KUAhA,wecansurvive thank us httpstcohsse8kuaha,"[[0.26728716 0.2822889  0.13093267 0.05372834 0.24645843 0.01813409
  0.00117043]]"
2527,ArianaGrande,5 hours #FocusTonight https://t.co/WpoaxWnI6I,5 hours focustonight httpstcowpoaxwni6i,"[[0.0075014  0.00892842 0.00939426 0.02991021 0.01390672 0.00384191
  0.9265171 ]]"
2528,KimKardashian,Paris is always a good idea... @karllagerfeld @carineroitfeld @riccardotisci17 @ciara http://t.co/IJ1tfRqZoU,paris always good idea karllagerfeld carineroitfeld riccardotisci17 ciara httptcoij1tfrqzou,"[[1.1905095e-04 1.7690477e-04 1.1936058e-03 3.8298018e-02 1.1348039e-03
  1.1753361e-03 9.5790231e-01]]"
2529,jtimberlake,"So moved by this, @RethinkHomelessness...Congratulations on your new homes! #CantStopTheFeeling https://t.co/zFRUBAUu2e",moved rethinkhomelessnesscongratulations new homes cantstopthefeeling httpstcozfrubauu2e,"[[1.5570271e-04 2.2888408e-04 1.4346325e-03 4.2839345e-02 1.3947567e-03
  1.4050123e-03 9.5254171e-01]]"
2530,instagram,"Starting today, you can take and share a Boomerang right inside Instagram Stories! https://t.co/sdYOni8nwc https://t.co/Aj75EfHGGN",staing today take share boomerang right inside instagram stories httpstcosdyoni8nwc httpstcoaj75efhggn,"[[0.00469434 0.00584958 0.01002391 0.06265049 0.0133642  0.00579633
  0.89762115]]"
2531,ladygaga,Tune into @Beats1 with @zanelowe now! Talking all things #JOANNE (and playing some new music) 💖… https://t.co/bOn80wDH1T,tune beats1 zanelowe talking things joanne playing new music 💖… httpstcobon80wdh1t,"[[3.8814664e-01 3.6521092e-01 1.2511821e-01 4.3853919e-04 1.2067897e-01
  4.0526266e-04 1.4968273e-06]]"
2532,Cristiano,Extraordinary night and a big step towards qualifying for the #euro2016. #forçaportugal! http://t.co/fxTp4nPWA5 http://t.co/a5H8OZm1FB,extraordinary night big step towards qualifying euro2016 forçapougal httptcofxtp4npwa5 httptcoa5h8ozm1fb,"[[0.2342691  0.25431472 0.14396939 0.07823765 0.26724976 0.02067974
  0.00127963]]"
2533,jimmyfallon,Tonight: Having a Lip Sync Battle w/@melissamccarthy!! Plus @bobbycannavale is here and @wildbellemusic performs! Don't miss! #FallonTonight,tonight lip sync battle wmelissamccahy plus bobbycannavale wildbellemusic performs dont miss fallontonight,"[[0.01358141 0.01664758 0.02828574 0.18481779 0.03821637 0.01923099
  0.6992201 ]]"
2534,KimKardashian,This KIMOJI pin I will for sure put on North's jean jacket https://t.co/Ht05cGDKAB https://t.co/yZeNC8dfBR,kimoji pin sure put nohs jean jacket httpstcoht05cgdkab httpstcoyzenc8dfbr,"[[0.00328798 0.00446237 0.02328067 0.73573005 0.0249126  0.03923846
  0.16908786]]"
2535,YouTube,The baddest minton you’ll see today. https://t.co/inCkoHl9Ub https://t.co/0J6ZtU8LxR,baddest minton you’ll see today httpstcoinckohl9ub httpstco0j6ztu8lxr,"[[0.0102168  0.01198582 0.01118644 0.03027972 0.01699166 0.00429008
  0.9150495 ]]"
2536,britneyspears,@dangerbritney Thank u!,dangerbritney thank u,"[[0.00520083 0.0068941  0.02759716 0.606976   0.03125956 0.03740645
  0.28466594]]"
2537,taylorswift13,"Meet Headmistress.

@CindyCrawford 
#BadBloodMusicVideo http://t.co/SlkoB8VWKv",meet headmistress cindycrawford badbloodmusicvideo httptcoslkob8vwkv,"[[0.00461472 0.00555528 0.00623892 0.02112252 0.00905262 0.00248495
  0.95093095]]"
2538,justinbieber,Happy Canada Day! https://t.co/c57EHLLjad,happy canada day httpstcoc57ehlljad,"[[0.0042064  0.00570621 0.0296463  0.86661494 0.03564625 0.03794782
  0.02023214]]"
2539,katyperry,Honored to be curating Art for Freedom w/ @Madonna this month! Make 2014 a year of social change. Submit your art at http://t.co/KcidTOg6X8,honored curating a freedom w madonna month make 2014 year social change submit a httptcokcidtog6x8,"[[0.00532506 0.00704389 0.02819352 0.6196     0.03187405 0.03854331
  0.26942012]]"
2540,cnnbrk,Trump apologizes for 2005 footage in which he discusses women in especially vulgar terms. https://t.co/4jgmoneNqp https://t.co/ZzPPI5w3dj,trump apologizes 2005 footage discusses women especially vulgar terms httpstco4jgmonenqp httpstcozzppi5w3dj,"[[0.00172704 0.00219853 0.00411685 0.02807374 0.00534851 0.00224239
  0.956293  ]]"
2541,katyperry,DON'T SHAKE HIS HAND #debates,dont shake hand debates,"[[0.19447805 0.21210845 0.14801075 0.14958939 0.24997738 0.04031808
  0.00551794]]"
2542,YouTube,4K makes life crispy. https://t.co/xz5BrfIXgT https://t.co/HDwkBGPSTA,4k makes life crispy httpstcoxz5brfixgt httpstcohdwkbgpsta,"[[0.00318496 0.0043187  0.02356791 0.8094071  0.02525163 0.04348735
  0.09078243]]"
2543,YouTube,The First Noel ... @PTXOfficial angel did say. https://t.co/t0KxcvPBaN https://t.co/0OUWipji9P,first noel ptxofficial angel say httpstcot0kxcvpban httpstco0ouwipji9p,"[[3.7669605e-01 3.6092475e-01 1.0489104e-01 3.8726118e-03 1.5030563e-01
  3.2260320e-03 8.3970161e-05]]"
2544,rihanna,“@takecarerihanna: @rihanna are you watching both games?” You knowz it,“takecarerihanna rihanna watching games” knowz,"[[0.13866673 0.14892104 0.08592616 0.11364345 0.14318976 0.03205262
  0.33760023]]"
2545,Twitter,We’ve agreed to acquire @tellapart to accelerate direct response advertising. https://t.co/GygvXRnKpj,we’ve agreed acquire tellapa accelerate direct response adveising httpstcogygvxrnkpj,"[[0.00535819 0.0066305  0.01039606 0.05852139 0.01420133 0.00576444
  0.8991281 ]]"
2546,Cristiano,Great team result this wknd. Check out these photos. Hala Madrid! http://t.co/iDpqRcjg,great team result wknd check photos hala madrid httptcoidpqrcjg,"[[0.07321141 0.08468922 0.11192719 0.44937542 0.16234675 0.07826668
  0.04018333]]"
2547,ArianaGrande,my pretty sis @dalinaway / rio giving face in the back https://t.co/8K2udzz4IJ,pretty sis dalinaway rio giving face back httpstco8k2udzz4ij,"[[0.15719353 0.18049799 0.16165419 0.18500486 0.2829483  0.0304629
  0.00223825]]"
2548,YouTube,"Enter a high-intensity world where danger's the name of the game. 

@DJsnake and @justinbieber’s “Let Me Love You”… https://t.co/yykisC08jk",enter highintensity world dangers name game djsnake justinbieber’s “let love you”… httpstcoyykisc08jk,"[[0.3368066  0.33398324 0.10122829 0.02255392 0.1907982  0.01355635
  0.00107343]]"
2549,katyperry,✌️MORE HOURS until #PrismaticOnEPIX! On your TV @EpixHD or streaming on http://t.co/18U4E5hGQu! http://t.co/ovXE8d9i2G,✌️more hours prismaticonepix tv epixhd streaming httptco18u4e5hgqu httptcoovxe8d9i2g,"[[0.02035795 0.02411511 0.02868999 0.11496479 0.04180921 0.01530246
  0.75476056]]"
2550,BarackObama,"""After all that we've had to overcome, our Congress should stop standing in the way of our country's success."" —President Obama",weve overcome congress stop standing way countrys success —president obama,"[[0.00204014 0.00284079 0.01696496 0.61124563 0.01747174 0.02742832
  0.32200825]]"
2551,instagram,"Your #WeeklyFluff = Kuzya, the costumed cat
https://t.co/Y2Z8KjvQUn",weeklyfluff kuzya costumed cat httpstcoy2z8kjvqun,"[[3.3798453e-01 3.3749765e-01 1.0783641e-01 1.0494204e-02 2.0147406e-01
  4.6147336e-03 9.8412340e-05]]"
2552,instagram,"The Week on Instagram | 217
https://t.co/fVvYsEbEfJ https://t.co/EbQn5TfZ3b",week instagram 217 httpstcofvvysebefj httpstcoebqn5tfz3b,"[[3.2863364e-01 3.3055833e-01 1.3065608e-01 2.6959113e-03 2.0667470e-01
  7.7935390e-04 1.9966703e-06]]"
2553,Cristiano,"I had a lot of fun recording another TV commercial for my bank, BES - Portugal. The main idea is an advice I give to... http://t.co/UtanXjOo",lot fun recording another tv commercial bank bes pougal main idea advice give httptcoutanxjoo,"[[0.00249389 0.00324566 0.00828544 0.08859856 0.01011989 0.00612307
  0.88113344]]"
2554,katyperry,"Wanna hang out tonight, @JayLeno? 11:35p/10:35p CT http://t.co/egRcUZvZ9t",wanna hang tonight jayleno 1135p1035p ct httptcoegrcuzvz9t,"[[0.0059533  0.00717505 0.00842559 0.03116517 0.01218238 0.00368048
  0.93141806]]"
2555,taylorswift13,"That's how it works. That's how you get the girl.
#TS1989 
#taylurking http://t.co/kQ2qKUctsM",thats works thats get girl ts1989 taylurking httptcokq2qkuctsm,"[[0.01842841 0.02275428 0.0556917  0.6768546  0.07155115 0.06926243
  0.0854574 ]]"
